"id","estado_id","nome","uf","iso","ddd","longitude","latitude"
"1161","10","Boa Vista do Gurupi","MA","2101970","98","-46.2987100525274","-1.79329613579879"
"1162","10","Bom Jardim","MA","2102002","98","-45.6018893890511","-3.54416097785572"
"1163","10","Bom Jesus das Selvas","MA","2102036","98","-46.8532412231489","-4.48996835310692"
"1164","10","Bom Lugar","MA","2102077","99","-45.0311078563238","-4.37550960146424"
"1165","10","Brejo","MA","2102101","98","-42.7508478268196","-3.679178"
"1166","10","Brejo de Areia","MA","2102150","98","-45.5820952717813","-4.33062989749501"
"1167","10","Buriti","MA","2102200","98","-42.9251061777803","-3.9455715"
"1168","10","Buriti Bravo","MA","2102309","99","-43.8356215415106","-5.83528813214674"
"1169","10","Buriticupu","MA","2102325","98","-46.451495319051","-4.32594772630155"
"1170","10","Buritirana","MA","2102358","99","-47.0172250932177","-5.58891514171156"
"1171","10","Cachoeira Grande","MA","2102374","98","-44.0596850157832","-2.93192103905761"
"1172","10","Cajapió","MA","2102408","98","-44.6733771645862","-2.88288220315752"
"1173","10","Cajari","MA","2102507","98","-45.0079653349663","-3.32386883091692"
"1174","10","Campestre do Maranhão","MA","2102556","99","-47.3676328633342","-6.16471664583519"
"1175","10","Cândido Mendes","MA","2102606","98","-45.7372683655917","-1.453889108528"
"1176","10","Cantanhede","MA","2102705","98","-44.381816135839","-3.62836431187274"
"1177","10","Capinzal do Norte","MA","2102754","99","-44.3304362519955","-4.7212453887722"
"1178","10","Carolina","MA","2102804","99","-47.4700918028279","-7.33078300523913"
"1179","10","Carutapera","MA","2102903","98","-46.023150834605","-1.200602"
"1180","10","Caxias","MA","2103000","99","-43.3585394285192","-4.86167499015957"
"1181","10","Cedral","MA","2103109","98","-44.5307895278055","-1.99791592557159"
"1182","10","Central do Maranhão","MA","2103125","98","-44.8318437024986","-2.19131390761778"
"1183","10","Centro do Guilherme","MA","2103158","98","-46.0399601131872","-2.4569850818082"
"1184","10","Centro Novo do Maranhão","MA","2103174","98","-46.1284089549781","-2.14429169855839"
"1185","10","Chapadinha","MA","2103208","98","-43.361120781752","-3.74002452"
"1186","10","Cidelândia","MA","2103257","99","-47.7842327756716","-5.17742104721159"
"1187","10","Codó","MA","2103307","99","-43.8860802350324","-4.45133750014621"
"1188","10","Coelho Neto","MA","2103406","98","-43.0140136155495","-4.25473750013981"
"1189","10","Colinas","MA","2103505","99","-44.2497802305352","-6.02736552019732"
"1190","10","Conceição do Lago-Açu","MA","2103554","98","-44.9030159051796","-3.84111845785575"
"1191","10","Coroatá","MA","2103604","99","-44.1255992014644","-4.128976"
"1192","10","Cururupu","MA","2103703","98","-44.8677616169761","-1.8255207812193"
"1193","10","Davinópolis","MA","2103752","99","-47.4049963875281","-5.53445621610635"
"1194","10","Dom Pedro","MA","2103802","99","-44.4400099109689","-5.03844763516531"
"1195","10","Duque Bacelar","MA","2103901","98","-42.9441802036073","-4.14781909711357"
"1196","10","Esperantinópolis","MA","2104008","99","-44.8860686990188","-4.87030089747643"
"1197","10","Estreito","MA","2104057","99","-47.4478829861377","-6.56808498021472"
"1198","10","Feira Nova do Maranhão","MA","2104073","99","-46.6873552159638","-6.96313554062729"
"1199","10","Fernando Falcão","MA","2104081","99","-44.9107074022131","-6.154978462916"
"1200","10","Formosa da Serra Negra","MA","2104099","99","-46.1863570068861","-6.43530410561392"
"1201","10","Fortaleza dos Nogueiras","MA","2104107","99","-46.1855575419836","-6.9659260874923"
"1202","10","Fortuna","MA","2104206","99","-44.1606284272259","-5.73622413247702"
"1203","10","Godofredo Viana","MA","2104305","98","-45.7717548080523","-1.40980018673278"
"1204","10","Gonçalves Dias","MA","2104404","99","-44.3059065359375","-5.14395556946104"
"1205","10","Governador Archer","MA","2104503","99","-44.2757565261253","-5.02538782392684"
"1206","10","Governador Edison Lobão","MA","2104552","99","-47.3689358390373","-5.74741173851254"
"1207","10","Governador Eugênio Barros","MA","2104602","99","-44.2469626460204","-5.32249100152954"
"1208","10","Governador Luiz Rocha","MA","2104628","99","-44.0708873355169","-5.47286468491781"
"1209","10","Governador Newton Bello","MA","2104651","98","-45.6745017970092","-3.42970471990357"
"1210","10","Governador Nunes Freire","MA","2104677","98","-45.8814811327942","-2.13496236"
"1211","10","Graça Aranha","MA","2104701","99","-44.33579125992","-5.40482121305463"
"1212","10","Grajaú","MA","2104800","99","-46.1423956359934","-5.81854843133104"
"1213","10","Guimarães","MA","2104909","98","-44.5977464563371","-2.13507715838452"
"1214","10","Humberto de Campos","MA","2105005","98","-43.4650921443146","-2.59122397226084"
"1215","10","Icatu","MA","2105104","98","-44.06584846864","-2.77482786309925"
"1216","10","Igarapé do Meio","MA","2105153","98","-45.1833277021706","-3.63670852186543"
"1217","10","Igarapé Grande","MA","2105203","99","-44.8674033458603","-4.66085380623745"
"1218","10","Imperatriz","MA","2105302","99","-47.4798108057682","-5.52652402518114"
"1219","10","Itaipava do Grajaú","MA","2105351","99","-45.792682503469","-5.1445822617698"
"1220","10","Itapecuru Mirim","MA","2105401","98","-44.354263390434","-3.39904548011184"
"1221","10","Itinga do Maranhão","MA","2105427","99","-47.5279099637574","-4.45500399844588"
"1222","10","Jatobá","MA","2105450","99","-44.2199147698158","-5.81966693677504"
"1223","10","Jenipapo dos Vieiras","MA","2105476","99","-45.6333791074203","-5.36942492643339"
"1224","10","João Lisboa","MA","2105500","99","-47.4050361497684","-5.45366294155917"
"1225","10","Joselândia","MA","2105609","99","-44.6991525645005","-4.97269332894745"
"1226","10","Junco do Maranhão","MA","2105658","98","-46.0707260732137","-1.87460959750276"
"1227","10","Lago da Pedra","MA","2105708","99","-45.1258913559145","-4.564744515"
"1228","10","Lago do Junco","MA","2105807","99","-45.0513443921165","-4.60764321768366"
"1229","10","Lago Verde","MA","2105906","99","-44.9376352319942","-4.03871129527666"
"1230","10","Lagoa do Mato","MA","2105922","99","-43.5275591165627","-6.04527729657082"
"1231","10","Lago dos Rodrigues","MA","2105948","99","-44.9764423255877","-4.61237577693148"
"1232","10","Lagoa Grande do Maranhão","MA","2105963","99","-45.3906142793613","-4.99312373713713"
"1233","10","Lajeado Novo","MA","2105989","99","-47.0324475171004","-6.19160922666686"
"1234","10","Lima Campos","MA","2106003","99","-44.4693403292236","-4.51704598721753"
"1235","10","Loreto","MA","2106102","99","-45.1392416375273","-7.09445416538222"
"1236","10","Luís Domingues","MA","2106201","98","-45.8953319920784","-1.32546024435309"
"1237","10","Magalhães de Almeida","MA","2106300","98","-42.2015066913751","-3.3966676742208"
"1238","10","Maracaçumé","MA","2106326","98","-45.9586390371679","-2.05616454951514"
"1239","10","Marajá do Sena","MA","2106359","98","-45.4572376525781","-4.62031332412411"
"1240","10","Maranhãozinho","MA","2106375","98","-45.8556114548668","-2.235616992076"
"1241","10","Mata Roma","MA","2106409","98","-43.1203894235718","-3.61904550989372"
"1242","10","Matinha","MA","2106508","98","-45.0364289401062","-3.09840003"
"1243","10","Matões","MA","2106607","99","-43.201208282913","-5.52246501943405"
"1244","10","Matões do Norte","MA","2106631","98","-44.5502445069402","-3.62751878021672"
"1245","10","Milagres do Maranhão","MA","2106672","98","-42.6107528325103","-3.58220664139805"
"1246","10","Mirador","MA","2106706","99","-44.3626097938789","-6.37756569538775"
"1247","10","Miranda do Norte","MA","2106755","98","-44.5842756917321","-3.56264477442983"
"1248","10","Mirinzal","MA","2106805","98","-44.7857559864783","-2.06422419159107"
"1249","10","Monção","MA","2106904","98","-45.2475846706441","-3.49393248"
"1250","10","Montes Altos","MA","2107001","99","-47.0704395080146","-5.82856250416417"
"1251","10","Morros","MA","2107100","98","-44.0445445431756","-2.86147895308791"
"1252","10","Nina Rodrigues","MA","2107209","98","-43.9044847603497","-3.46246428944702"
"1253","10","Nova Colinas","MA","2107258","99","-46.2593252229153","-7.12056600356251"
"1254","10","Nova Iorque","MA","2107308","99","-44.0486267271013","-6.73320330579158"
"1255","10","Nova Olinda do Maranhão","MA","2107357","98","-45.7045360408348","-2.79988654406012"
"1256","10","Olho D'água das Cunhãs","MA","2107407","98","-45.1195796205","-4.13727592980541"
"1257","10","Olinda Nova do Maranhão","MA","2107456","98","-45.0032353744727","-2.99747761540954"
"1258","10","Paço do Lumiar","MA","2107506","98","-44.0986923548404","-2.528063"
"1259","10","Palmeirândia","MA","2107605","98","-44.9044638923101","-2.64777427826389"
"1260","10","Paraibano","MA","2107704","99","-43.9857620488226","-6.43182541413892"
"1261","10","Parnarama","MA","2107803","99","-43.0904013534701","-5.6844671764059"
"1262","10","Passagem Franca","MA","2107902","99","-43.781745225862","-6.17399442555871"
"1263","10","Pastos Bons","MA","2108009","99","-44.0886025133719","-6.60402773206398"
"1264","10","Paulino Neves","MA","2108058","98","-42.5454239809373","-2.71820598982708"
"1265","10","Paulo Ramos","MA","2108108","98","-45.2399800047299","-4.44795676593636"
"1266","10","Pedreiras","MA","2108207","99","-44.6037348763271","-4.56935068809905"
"1267","10","Pedro do Rosário","MA","2108256","98","-45.3464537341415","-2.96811467267822"
"1268","10","Penalva","MA","2108306","98","-45.1764616887688","-3.29323331776922"
"1269","10","Peri Mirim","MA","2108405","98","-44.8502907000589","-2.57305464850608"
"1270","10","Peritoró","MA","2108454","99","-44.3258535239149","-4.37022511765711"
"1271","10","Pindaré-Mirim","MA","2108504","98","-45.3468679178433","-3.60550057491389"
"1272","10","Pinheiro","MA","2108603","98","-45.0839266012937","-2.5227405"
"1273","10","Pio Xii","MA","2108702","98","-45.169960388665","-3.88758753012782"
"1274","10","Pirapemas","MA","2108801","98","-44.2282808838415","-3.72532906611683"
"1275","10","Poção de Pedras","MA","2108900","99","-44.9515514003151","-4.75002521124495"
"1276","10","Porto Franco","MA","2109007","99","-47.3821649019193","-6.35418186391414"
"1277","10","Porto Rico do Maranhão","MA","2109056","98","-44.5837478895568","-1.85722321484413"
"1278","10","Presidente Dutra","MA","2109106","99","-44.4929188624246","-5.28237425775883"
"1279","10","Presidente Juscelino","MA","2109205","98","-44.0767794214185","-2.92822924614922"
"1280","10","Presidente Médici","MA","2109239","98","-45.8207086475539","-2.38366404653914"
"1281","10","Presidente Sarney","MA","2109270","98","-45.3713022606449","-2.59553055990599"
"1282","10","Presidente Vargas","MA","2109304","98","-44.0334018673342","-3.40201152220656"
"1283","10","Primeira Cruz","MA","2109403","98","-43.4424433046987","-2.51058317196358"
"1284","10","Raposa","MA","2109452","98","-44.1025161642031","-2.41507490262868"
"1285","10","Riachão","MA","2109502","99","-46.6233501429074","-7.36456500024021"
"1286","10","Ribamar Fiquene","MA","2109551","99","-47.3834777870799","-5.93382285881857"
"1287","10","Rosário","MA","2109601","98","-44.2475185952615","-2.941543035"
"1288","10","Sambaíba","MA","2109700","99","-45.3442031980139","-7.13835089749796"
"1289","10","Santa Filomena do Maranhão","MA","2109759","99","-44.5637140401312","-5.4997668067221"
"1290","10","Santa Helena","MA","2109809","98","-45.3051611932379","-2.23453250892676"
"1291","10","Santa Inês","MA","2109908","98","-45.3782724523024","-3.65857452"
"1292","10","Santa Luzia","MA","2110005","98","-45.6650117249372","-3.968391465"
"1293","10","Santa Luzia do Paruá","MA","2110039","98","-45.7764615615901","-2.54616147481491"
"1294","10","Santa Quitéria do Maranhão","MA","2110104","98","-42.5628730097352","-3.49848499511509"
"1295","10","Santa Rita","MA","2110203","98","-44.3199480818757","-3.13411676567102"
"1296","10","Santana do Maranhão","MA","2110237","98","-42.4007677571893","-3.11306834278169"
"1297","10","Santo Amaro do Maranhão","MA","2110278","98","-43.2552849422448","-2.5027211989687"
"1298","10","Santo Antônio dos Lopes","MA","2110302","99","-44.3614474338019","-4.87381957559703"
"1299","10","São Benedito do Rio Preto","MA","2110401","98","-43.5299918701629","-3.33276600373026"
"1300","10","São Bento","MA","2110500","98","-44.8283451799242","-2.6970075"
"1301","10","São Bernardo","MA","2110609","98","-42.4230096609141","-3.36543651011074"
"1302","10","São Domingos do Azeitão","MA","2110658","99","-44.6504239102536","-6.80442500975138"
"1303","10","São Domingos do Maranhão","MA","2110708","99","-44.3928792568666","-5.5656420001824"
"1304","10","São Félix de Balsas","MA","2110807","99","-44.8114476614751","-7.08468515424976"
"1305","10","São Francisco do Brejão","MA","2110856","99","-47.3911373985947","-5.13020078716627"
"1306","10","São Francisco do Maranhão","MA","2110906","99","-42.8653217275577","-6.2527979166509"
"1307","10","São João Batista","MA","2111003","98","-44.8117618530648","-2.95333291245805"
"1308","10","São João do Carú","MA","2111029","98","-46.2549254827263","-3.56080340686086"
"1309","10","São João do Paraíso","MA","2111052","99","-47.0506104204952","-6.46622228636398"
"1310","10","São João do Soter","MA","2111078","99","-43.8181817951061","-5.11573926436997"
"1311","10","São João dos Patos","MA","2111102","99","-43.7029101657958","-6.4982081521098"
"1312","10","São José de Ribamar","MA","2111201","98","-44.0575481150532","-2.55585852"
"1313","10","São José dos Basílios","MA","2111250","99","-44.5824465175581","-5.04868724515117"
"1314","10","São Luís","MA","2111300","98","-44.2979185642444","-2.53188598508339"
"1315","10","São Luís Gonzaga do Maranhão","MA","2111409","99","-44.6627084964498","-4.37391849056593"
"1316","10","São Mateus do Maranhão","MA","2111508","99","-44.4685628110946","-4.03455051013261"
"1317","10","São Pedro da Água Branca","MA","2111532","99","-48.4236235936456","-5.08891099740741"
"1318","10","São Pedro dos Crentes","MA","2111573","99","-46.5325803473698","-6.82855564083834"
"1319","10","São Raimundo das Mangabeiras","MA","2111607","99","-45.4848314302202","-7.02696265716848"
"1320","10","São Raimundo do Doca Bezerra","MA","2111631","99","-45.0841627902783","-5.10318184489716"
"1321","10","São Roberto","MA","2111672","99","-44.9919011592934","-5.01736688238089"
"1322","10","São Vicente Ferrer","MA","2111706","98","-44.8869045766146","-2.89073106437795"
"1323","10","Satubinha","MA","2111722","98","-45.2336295762481","-4.03573549481028"
"1324","10","Senador Alexandre Costa","MA","2111748","99","-44.056301506417","-5.26107654438389"
"1325","10","Senador La Rocque","MA","2111763","99","-47.2891914239822","-5.44183249517839"
"1326","10","Serrano do Maranhão","MA","2111789","98","-45.1146408497435","-1.85264554172752"
"1327","10","Sítio Novo","MA","2111805","99","-46.6949833406808","-5.87062989131234"
"1328","10","Sucupira do Norte","MA","2111904","99","-44.1886027051903","-6.47828444762036"
"1329","10","Sucupira do Riachão","MA","2111953","99","-43.5458533208452","-6.42010840512647"
"1330","10","Tasso Fragoso","MA","2112001","99","-45.7441235175102","-8.47983101786688"
"1331","10","Timbiras","MA","2112100","99","-43.9384339738391","-4.253840505"
"1332","10","Timon","MA","2112209","99","-42.8337278988597","-5.10068111012935"
"1333","10","Trizidela do Vale","MA","2112233","99","-44.6106851966461","-4.57012685660997"
"1334","10","Tufilândia","MA","2112274","98","-45.6339164756818","-3.6764041183838"
"1335","10","Tuntum","MA","2112308","99","-44.6490121516647","-5.24965554"
"1336","10","Turiaçu","MA","2112407","98","-45.3691524172241","-1.66902204768173"
"1337","10","Turilândia","MA","2112456","98","-45.30676531197","-2.22883352495052"
"1338","10","Tutóia","MA","2112506","98","-42.2768472076943","-2.76355019688869"
"1339","10","Urbano Santos","MA","2112605","98","-43.4042484723562","-3.20840949958587"
"1340","10","Vargem Grande","MA","2112704","98","-43.9166644901652","-3.54189600011652"
"1341","10","Viana","MA","2112803","98","-45.0013066952616","-3.21456251306625"
"1342","10","Vila Nova dos Martírios","MA","2112852","99","-48.138926482601","-5.18351151920427"
"1343","10","Vitória do Mearim","MA","2112902","98","-44.8695722405589","-3.48204736454661"
"1344","10","Vitorino Freire","MA","2113009","98","-45.244185143155","-4.29118650014099"
"1345","10","Zé Doca","MA","2114007","98","-45.657697860605","-3.2754805"
"1346","11","Abadia dos Dourados","MG","3100104","34","-47.3968324406222","-18.487564958939"
"1347","11","Abaeté","MG","3100203","37","-45.4461914172049","-19.1558476941445"
"1348","11","Abre Campo","MG","3100302","31","-42.4809899866789","-20.3014452838404"
"1349","11","Acaiaca","MG","3100401","31","-43.1482389018347","-20.3604089312559"
"1350","11","Açucena","MG","3100500","33","-42.5462108797345","-19.0767128936334"
"1351","11","Água Boa","MG","3100609","33","-42.3896432300847","-17.9910530496416"
"1352","11","Água Comprida","MG","3100708","34","-48.1080767741672","-20.0593124134427"
"1353","11","Aguanil","MG","3100807","35","-45.3894653434948","-20.9374322025454"
"1354","11","Águas Formosas","MG","3100906","33","-40.9352279398691","-17.0823043195567"
"1355","11","Águas Vermelhas","MG","3101003","33","-41.45878830412","-15.7453199451695"
"1356","11","Aimorés","MG","3101102","33","-41.0733274627961","-19.4919501492683"
"1357","11","Aiuruoca","MG","3101201","35","-44.6028244646276","-21.9758966559157"
"1358","11","Alagoa","MG","3101300","35","-44.6380988671778","-22.1711356644334"
"1359","11","Albertina","MG","3101409","35","-46.6116025733674","-22.1997644819049"
"1360","11","Além Paraíba","MG","3101508","32","-42.6959466024573","-21.8768037118642"
"1361","11","Alfenas","MG","3101607","35","-45.9489181992359","-21.4281781229191"
"1362","11","Alfredo Vasconcelos","MG","3101631","32","-43.7738899527392","-21.1394234648344"
"1363","11","Almenara","MG","3101706","33","-40.6976511832513","-16.1806161743577"
"1364","11","Alpercata","MG","3101805","33","-41.9891291115954","-18.986831256466"
"1365","11","Alpinópolis","MG","3101904","35","-46.3894825347688","-20.8618546557469"
"1366","11","Alterosa","MG","3102001","35","-46.1453205614697","-21.2558699519209"
"1367","11","Alto Caparaó","MG","3102050","32","-41.873083740031","-20.4443611209763"
"1368","11","Alto Rio Doce","MG","3102100","32","-43.41887066418","-21.0221461475547"
"1369","11","Alvarenga","MG","3102209","33","-41.7264422739295","-19.4144696868442"
"1370","11","Alvinópolis","MG","3102308","31","-43.0660832381092","-20.1147634823643"
"1371","11","Alvorada de Minas","MG","3102407","31","-43.3660843434322","-18.733593024363"
"1372","11","Amparo do Serra","MG","3102506","31","-42.8072021533658","-20.5100666871252"
"1373","11","Andradas","MG","3102605","35","-46.575583000941","-22.0728073441089"
"1374","11","Cachoeira de Pajeú","MG","3102704","33","-41.4964103683588","-15.9651758417422"
"1375","11","Andrelândia","MG","3102803","35","-44.3176990379283","-21.7369681986895"
"1376","11","Angelândia","MG","3102852","33","-42.2664504899208","-17.7277898321354"
"1377","11","Antônio Carlos","MG","3102902","32","-43.7556410098457","-21.3185803699484"
"1378","11","Antônio Dias","MG","3103009","31","-42.8695452089701","-19.651466672642"
"1379","11","Antônio Prado de Minas","MG","3103108","32","-42.1093426501154","-21.0182320587864"
"1380","11","Araçaí","MG","3103207","31","-44.2469237128616","-19.2003638594211"
"1381","11","Aracitaba","MG","3103306","32","-43.3815562385328","-21.3392687360042"
"1382","11","Araçuaí","MG","3103405","33","-42.0642065495411","-16.8517813953624"
"1383","11","Araguari","MG","3103504","34","-48.1916053790292","-18.6482695268138"
"1384","11","Arantina","MG","3103603","32","-44.2469542481005","-21.9161042282331"
"1385","11","Araponga","MG","3103702","31","-42.5262730999891","-20.6656617312945"
"1386","11","Araporã","MG","3103751","34","-49.1900866447003","-18.441909376646"
"1387","11","Arapuá","MG","3103801","34","-46.1545977684885","-19.0338552875261"
"1388","11","Araújos","MG","3103900","37","-45.1667022785262","-19.9467853401902"
"1389","11","Araxá","MG","3104007","34","-46.9400098900213","-19.5913298027837"
"1390","11","Arceburgo","MG","3104106","35","-46.944354131699","-21.3601814752415"
"1391","11","Arcos","MG","3104205","37","-45.5436318712363","-20.2825631199368"
"1392","11","Areado","MG","3104304","35","-46.1465594661257","-21.3583823575394"
"1393","11","Argirita","MG","3104403","32","-42.8364467678468","-21.6075545062609"
"1394","11","Aricanduva","MG","3104452","38","-42.5592310545725","-17.8677629385128"
"1395","11","Arinos","MG","3104502","38","-46.1077521361039","-15.9217716943489"
"1396","11","Astolfo Dutra","MG","3104601","32","-42.8596443142027","-21.3112038507544"
"1397","11","Ataléia","MG","3104700","33","-41.1105583899414","-18.0459198091504"
"1398","11","Augusto de Lima","MG","3104809","38","-44.2752188423279","-18.1125481037423"
"1399","11","Baependi","MG","3104908","35","-44.8903706627583","-21.9576108079318"
"1400","11","Baldim","MG","3105004","31","-43.9570406413178","-19.2864373041598"
"1401","11","Bambuí","MG","3105103","37","-45.9790448126104","-20.0118916914226"
"1402","11","Bandeira","MG","3105202","33","-40.5588864205795","-15.8849769791563"
"1403","11","Bandeira do Sul","MG","3105301","35","-46.3852629849298","-21.7248685443114"
"1404","11","Barão de Cocais","MG","3105400","31","-43.4848824690371","-19.9358474342692"
"1405","11","Barão de Monte Alto","MG","3105509","32","-42.2391465797033","-21.2478823447256"
"1406","11","Barbacena","MG","3105608","32","-43.7761933160596","-21.2249153847091"
"1407","11","Barra Longa","MG","3105707","31","-43.0371967110936","-20.2836358984769"
"1408","11","Barroso","MG","3105905","32","-43.9753811243157","-21.176286999031"
"1409","11","Bela Vista de Minas","MG","3106002","31","-43.0969322664076","-19.8258467639902"
"1410","11","Belmiro Braga","MG","3106101","32","-43.4157207678682","-21.9501313020299"
"1411","11","Belo Horizonte","MG","3106200","31","-43.9264531735305","-19.9375242937751"
"1412","11","Belo Oriente","MG","3106309","33","-42.4872826001983","-19.224644999373"
"1413","11","Belo Vale","MG","3106408","31","-44.0285276542128","-20.4066578717857"
"1414","11","Berilo","MG","3106507","33","-42.4613537743061","-16.9503017552809"
"1415","11","Bertópolis","MG","3106606","33","-40.5722458500666","-17.0609628122125"
"1416","11","Berizal","MG","3106655","38","-41.7467850898706","-15.6107836516615"
"1417","11","Betim","MG","3106705","31","-44.1975511032666","-19.9653792400851"
"1418","11","Bias Fortes","MG","3106804","32","-43.7565748274501","-21.6087474847644"
"1419","11","Bicas","MG","3106903","32","-43.0620472620857","-21.7221051209875"
"1420","11","Biquinhas","MG","3107000","37","-45.5046517160236","-18.7847516602239"
"1421","11","Boa Esperança","MG","3107109","35","-45.5644089307913","-21.0905310792112"
"1422","11","Bocaina de Minas","MG","3107208","32","-44.3973057604562","-22.1696084676486"
"1423","11","Bocaiúva","MG","3107307","38","-43.8144435712164","-17.1121047332277"
"1424","11","Bom Despacho","MG","3107406","37","-45.2541151985748","-19.737596333881"
"1425","11","Bom Jardim de Minas","MG","3107505","32","-44.189374455961","-21.9458997849154"
"1426","11","Bom Jesus da Penha","MG","3107604","35","-46.523543613945","-21.017269311163"
"1427","11","Bom Jesus do Amparo","MG","3107703","31","-43.473514924483","-19.7041372739146"
"1428","11","Bom Jesus do Galho","MG","3107802","33","-42.3157265526063","-19.8244720395432"
"1429","11","Bom Repouso","MG","3107901","35","-46.147882202098","-22.4768368285268"
"1430","11","Bom Sucesso","MG","3108008","35","-44.7555027232646","-21.0304160944461"
"1431","11","Bonfim","MG","3108107","31","-44.232911084905","-20.3254910996075"
"1432","11","Bonfinópolis de Minas","MG","3108206","38","-45.988340657155","-16.5707647860757"
"1433","11","Bonito de Minas","MG","3108255","38","-44.7580284448541","-15.3238044714657"
"1434","11","Borda da Mata","MG","3108305","35","-46.1671682395357","-22.2724082578295"
"1435","11","Botelhos","MG","3108404","35","-46.3954931502591","-21.6516638757349"
"1436","11","Botumirim","MG","3108503","38","-43.0104324369177","-16.8629245518797"
"1437","11","Brasilândia de Minas","MG","3108552","38","-46.0154017589955","-16.9986005535911"
"1438","11","Brasília de Minas","MG","3108602","38","-44.4275330930915","-16.205872688841"
"1439","11","Brás Pires","MG","3108701","32","-43.239122599312","-20.8484564359993"
"1440","11","Braúnas","MG","3108800","33","-42.7153526369813","-19.0535966189467"
"1441","11","Brasópolis","MG","3108909","35","-45.6153258182512","-22.4731102415169"
"1442","11","Brumadinho","MG","3109006","31","-44.2001876090636","-20.1441744103499"
"1443","11","Bueno Brandão","MG","3109105","35","-46.353388087214","-22.4361670055923"
"1444","11","Buenópolis","MG","3109204","38","-44.1807884588015","-17.8742562843054"
"1445","11","Bugre","MG","3109253","33","-42.2594570122598","-19.4222126750432"
"1446","11","Buritis","MG","3109303","38","-46.424040801173","-15.626505489997"
"1447","11","Buritizeiro","MG","3109402","38","-44.9551936818752","-17.3594207725782"
"1448","11","Cabeceira Grande","MG","3109451","38","-47.0849893051072","-16.028274803193"
"1449","11","Cabo Verde","MG","3109501","35","-46.3999705002413","-21.4692919515993"
"1450","11","Cachoeira da Prata","MG","3109600","31","-44.4410509536478","-19.5264353262956"
"1451","11","Cachoeira de Minas","MG","3109709","35","-45.7821375141066","-22.3539840611907"
"1452","11","Cachoeira Dourada","MG","3109808","34","-49.5017341333274","-18.512689815808"
"1453","11","Caetanópolis","MG","3109907","31","-44.4130373375318","-19.2937130281333"
"1454","11","Caeté","MG","3110004","31","-43.6647873511184","-19.8871411326048"
"1455","11","Caiana","MG","3110103","32","-41.9229821868914","-20.6968289779178"
"1456","11","Cajuri","MG","3110202","31","-42.7939202734051","-20.7889426719043"
"1457","11","Caldas","MG","3110301","35","-46.3877891098818","-21.9233359583344"
"1458","11","Camacho","MG","3110400","37","-45.1587926720343","-20.6269158527808"
"1459","11","Camanducaia","MG","3110509","35","-46.146863289284","-22.7567463577539"
"1460","11","Cambuí","MG","3110608","35","-46.0580193633379","-22.6110971633733"
"1461","11","Cambuquira","MG","3110707","35","-45.2925205085194","-21.8554097676123"
"1462","11","Campanário","MG","3110806","33","-41.7301317866171","-18.2411235319382"
"1463","11","Campanha","MG","3110905","35","-45.3984486738569","-21.8353567040277"
"1464","11","Campestre","MG","3111002","35","-46.2481585071337","-21.7114548340365"
"1465","11","Campina Verde","MG","3111101","34","-49.4811690506139","-19.5354556028876"
"1466","11","Campo Azul","MG","3111150","38","-44.8118582138383","-16.5040634892558"
"1467","11","Campo Belo","MG","3111200","35","-45.2758613611232","-20.8953162458046"
"1468","11","Campo do Meio","MG","3111309","35","-45.8307571404523","-21.109325717622"
"1469","11","Campo Florido","MG","3111408","34","-48.5730034681848","-19.7654453932829"
"1470","11","Campos Altos","MG","3111507","37","-46.1737099168343","-19.6988958417622"
"1471","11","Campos Gerais","MG","3111606","35","-45.7569073652198","-21.238697907437"
"1472","11","Canaã","MG","3111705","31","-42.6130114531103","-20.6873760386752"
"1473","11","Canápolis","MG","3111804","34","-49.2040544543899","-18.7216637220479"
"1474","11","Cana Verde","MG","3111903","35","-45.185925314678","-21.0234516663837"
"1475","11","Candeias","MG","3112000","35","-45.2768566964552","-20.7703500411538"
"1476","11","Cantagalo","MG","3112059","33","-42.6257272921885","-18.5317179062502"
"1477","11","Caparaó","MG","3112109","32","-41.9071902950208","-20.5255883673675"
"1478","11","Capela Nova","MG","3112208","31","-43.6124218663921","-20.9166679077144"
"1479","11","Capelinha","MG","3112307","33","-42.5160753734565","-17.6953852202015"
"1480","11","Capetinga","MG","3112406","35","-47.0574368006836","-20.6204991278605"
"1481","11","Capim Branco","MG","3112505","31","-44.1331662414131","-19.5455422093287"
"1482","11","Capinópolis","MG","3112604","34","-49.5744822393992","-18.6822937337555"
"1483","11","Capitão Andrade","MG","3112653","33","-41.8650973290854","-19.0790244575707"
"1484","11","Capitão Enéas","MG","3112703","38","-43.7054128998982","-16.3209151363553"
"1485","11","Capitólio","MG","3112802","37","-46.0545138880805","-20.6146635994975"
"1486","11","Caputira","MG","3112901","31","-42.2719878999316","-20.1708899894667"
"1487","11","Caraí","MG","3113008","33","-41.6983072511944","-17.1929041661081"
"1488","11","Caranaíba","MG","3113107","31","-43.7394664788539","-20.8702194155652"
"1489","11","Carandaí","MG","3113206","32","-43.8054753702247","-20.9543694555465"
"1490","11","Carangola","MG","3113305","32","-42.0322245231296","-20.732550508322"
"1491","11","Caratinga","MG","3113404","33","-42.1437070451993","-19.7896349230665"
"1492","11","Carbonita","MG","3113503","38","-43.0144602004652","-17.5302458345986"
"1493","11","Careaçu","MG","3113602","35","-45.6876774051204","-22.0380848512152"
"1494","11","Carlos Chagas","MG","3113701","33","-40.7673997960806","-17.7033310440365"
